PlatformCode,ActiveName,ActiveCode,WebActiveCode
IFEU,0EV-Alstom SA (Flex Div Adj Future Cash),0EV,IFLO|0EV
IFEU,0EX-Accor (Flex Div Adj Future Cash),0EX,IFLO|0EX
IFEU,0EY-Air Liquide (Flex Div Adj Future Cash),0EY,IFLO|0EY
IFEU,0EZ-CEZ AS (Flex Div Adj Future Cash),0EZ,IFLO|0EZ
IFEU,0F0-TalkTalk Telecom Group PLC (Flex Div Adj Future Cash),0F0,IFLO|0F0
IFEU,0F1-IGM Financial Inc (Flex Div Adj Future Cash),0F1,IFLO|0F1
IFEU,0F2-Inter Pipeline Ltd (Flex Div Adj Future Cash),0F2,IFLO|0F2
IFEU,0F3-Keyera Corp (Flex Div Adj Future Cash),0F3,IFLO|0F3
IFEU,0F4-Loblaw Cos Ltd (Flex Div Adj Future Cash),0F4,IFLO|0F4
IFEU,0F5-Metro Inc (Flex Div Adj Future Cash),0F5,IFLO|0F5
IFEU,0F6-Manulife Financial Corp (Flex Div Adj Future Cash),0F6,IFLO|0F6
IFEU,0F7-Magna International Inc (Flex Div Adj Future Cash),0F7,IFLO|0F7
IFEU,0F8-National Bank of Canada (Flex Div Adj Future Cash),0F8,IFLO|0F8
IFEU,0F9-Onex Corp (Flex Div Adj Future Cash),0F9,IFLO|0F9
IFEU,0FA-Associated British Foods plc (Flex Div Adj Future Cash),0FA,IFLO|0FA
IFEU,0FB-Admiral Group plc (Flex Div Adj Future Cash),0FB,IFLO|0FB
IFEU,0FC-Leonardo SpA (Flex Div Adj Future Cash),0FC,IFLO|0FC
IFEU,0FD-Polska Grupa Energetyczna (Flex Div Adj Future Cash),0FD,IFLO|0FD
IFEU,0FE-FirstRand Ltd (Flex Div Adj Future Cash),0FE,IFLO|0FE
IFEU,0FH-Smurfit Kappa Group PLC (Flex Div Adj Future Cash),0FH,IFLO|0FH
IFEU,0FI-NCC AB (Flex Div Adj Future Cash),0FI,IFLO|0FI
IFEU,0FJ-Telia Company AB (Flex Div Adj Future Cash),0FJ,IFLO|0FJ
IFEU,0FK-Polski Koncern Naftowy (Flex Div Adj Future Cash),0FK,IFLO|0FK
IFEU,0FL-Open Text Corp (Flex Div Adj Future Cash),0FL,IFLO|0FL
IFEU,0FM-Fonciere Des Regions (Flex Div Adj Future Cash),0FM,IFLO|0FM
IFEU,0FN-International Consolidated Airlines Group SA (Britsh Airways Ex-Event) (Flex Div Adj Future Cash),0FN,IFLO|0FN
IFEU,0FP-Total SA (Flex Div Adj Future Cash),0FP,IFLO|0FP
IFEU,0FQ-Tele2 AB ser. B (Flex Div Adj Future Cash),0FQ,IFLO|0FQ
IFEU,0FR-Fortum Oyj (Flex Div Adj Future Cash),0FR,IFLO|0FR
IFEU,0FS-Pembina Pipeline Corp (Flex Div Adj Future Cash),0FS,IFLO|0FS
IFEU,0FU-Swedish Match AB (Flex Div Adj Future Cash),0FU,IFLO|0FU
IFEU,0FV-Polish Oil & Gas Co (PGNiG) (Flex Div Adj Future Cash),0FV,IFLO|0FV
IFEU,0FY-Volvo AB - B shares (Flex Div Adj Future Cash),0FY,IFLO|0FY
IFEU,0FZ-KGHM Polska Miedz SA (Flex Div Adj Future Cash),0FZ,IFLO|0FZ
IFEU,0G1-First Quantum Minerals Ltd (Flex Div Adj Future Cash),0G1,IFLO|0G1
IFEU,0G2-Fortis Inc/Canada (Flex Div Adj Future Cash),0G2,IFLO|0G2
IFEU,0G3-Franco-Nevada Corp (Flex Div Adj Future Cash),0G3,IFLO|0G3
IFEU,0G4-Great-West Lifeco Inc (Flex Div Adj Future Cash),0G4,IFLO|0G4
IFEU,0G5-H&R Real Estate Investment Trust (Flex Div Adj Future Cash),0G5,IFLO|0G5
IFEU,0G6-Husky Energy Inc (Flex Div Adj Future Cash),0G6,IFLO|0G6
IFEU,0G7-Power Corp of Canada (Flex Div Adj Future Cash),0G7,IFLO|0G7
IFEU,0G8-Power Financial Corp (Flex Div Adj Future Cash),0G8,IFLO|0G8
IFEU,0G9-Rogers Communications Inc (Flex Div Adj Future Cash),0G9,IFLO|0G9
IFEU,0GA-Turkiye Garanti Bankasi AS (Flex Div Adj Future Cash),0GA,IFLO|0GA
IFEU,0GB-Gazprom (PAO) ADR (Flex Div Adj Future Cash),0GB,IFLO|0GB
IFEU,0GD-RioCan Real Estate Investment Trust (Flex Div Adj Future Cash),0GD,IFLO|0GD
IFEU,0GF-Royal Bank of Canada (Flex Div Adj Future Cash),0GF,IFLO|0GF
IFEU,0GH-Shaw Communications Inc (Flex Div Adj Future Cash),0GH,IFLO|0GH
IFEU,0GJ-Sun Life Financial Inc (Flex Div Adj Future Cash),0GJ,IFLO|0GJ
IFEU,0GK-SNC-Lavalin Group Inc (Flex Div Adj Future Cash),0GK,IFLO|0GK
IFEU,0GL-Galp Energia SGPS S.A. (Flex Div Adj Future Cash),0GL,IFLO|0GL
IFEU,0GN-General Motors Co (Flex Div Adj Future Cash),0GN,IFLO|0GN
IFEU,0GO-Suncor Energy Inc (Flex Div Adj Future Cash),0GO,IFLO|0GO
IFEU,0GP-Surgutneftegaz ADR (Flex Div Adj Future Cash),0GP,IFLO|0GP
IFEU,0GQ-AltaGas Ltd (Flex Div Adj Future Cash),0GQ,IFLO|0GQ
IFEU,0GR-Groupe Bruxelles Lambert SA (Flex Div Adj Future Cash),0GR,IFLO|0GR
IFEU,0GS-Engie (Flex Div Adj Future Cash),0GS,IFLO|0GS
IFEU,0GX-GlaxoSmithKline plc (Flex Div Adj Future Cash),0GX,IFLO|0GX
IFEU,0H0-ASX Ltd (Flex Div Adj Future Cash),0H0,IFLO|0H0
IFEU,0H1-Brambles Ltd (Flex Div Adj Future Cash),0H1,IFLO|0H1
IFEU,0H2-Dufry AG (Flex Div Adj Future Cash),0H2,IFLO|0H2
IFEU,0H3-Imperial Oil Ltd (Flex Div Adj Future Cash),0H3,IFLO|0H3
IFEU,0H4-Intact Financial Corp (Flex Div Adj Future Cash),0H4,IFLO|0H4
IFEU,0H5-Commonwealth Bank of Australia (Flex Div Adj Future Cash),0H5,IFLO|0H5
IFEU,0H6-Coca-Cola Amatil Ltd (Flex Div Adj Future Cash),0H6,IFLO|0H6
IFEU,0H9-CSL Ltd (Flex Div Adj Future Cash),0H9,IFLO|0H9
IFEU,0HA-Turkiye Halk Bankasi AS (Flex Div Adj Future Cash),0HA,IFLO|0HA
IFEU,0HC-Raiffeisen Bank Int AG (Flex Div Adj Future Cash),0HC,IFLO|0HC
IFEU,0HD-Capgemini SA (Flex Div Adj Future Cash),0HD,IFLO|0HD
IFEU,0HE-Amcor Ltd/Australia (Flex Div Adj Future Cash),0HE,IFLO|0HE
IFEU,0HF-AXA SA (Flex Div Adj Future Cash),0HF,IFLO|0HF
IFEU,0HG-Glencore plc (Flex Div Adj Future Cash),0HG,IFLO|0HG
IFEU,0HI-Sydney Airport (Flex Div Adj Future Cash),0HI,IFLO|0HI
IFEU,0HJ-Groupe Danone (Flex Div Adj Future Cash),0HJ,IFLO|0HJ
IFEU,0HL-APA Group (Flex Div Adj Future Cash),0HL,IFLO|0HL
IFEU,0HM-Hennes & Mauritz AB ser. B (Flex Div Adj Future Cash),0HM,IFLO|0HM
IFEU,0HN-AGL Energy Ltd (Flex Div Adj Future Cash),0HN,IFLO|0HN
IFEU,0HR-Australia & New Zealand Banking Group Ltd (Flex Div Adj Future Cash),0HR,IFLO|0HR
IFEU,0HS-Caltex Australia Ltd (Flex Div Adj Future Cash),0HS,IFLO|0HS
IFEU,0HT-Vestas Wind Systems A/S (Flex Div Adj Future Cash),0HT,IFLO|0HT
IFEU,0HU-Atos SE (Flex Div Adj Future Cash),0HU,IFLO|0HU
IFEU,0HV-Casino Guichard Perrachon SA (Flex Div Adj Future Cash),0HV,IFLO|0HV
IFEU,0HX-BNP Paribas (Flex Div Adj Future Cash),0HX,IFLO|0HX
IFEU,0HY-Bureau Veritas SA (Flex Div Adj Future Cash),0HY,IFLO|0HY
IFEU,0HZ-Carrefour SA (Flex Div Adj Future Cash),0HZ,IFLO|0HZ
IFEU,0I0-Castellum AB (Flex Div Adj Future Cash),0I0,IFLO|0I0
IFEU,0I1-Julius Baer Gruppe (Flex Div Adj Future Cash),0I1,IFLO|0I1
IFEU,0I2-Bouygues (Flex Div Adj Future Cash),0I2,IFLO|0I2
IFEU,0I3-Eutelsat Communications (Flex Div Adj Future Cash),0I3,IFLO|0I3
IFEU,0I4-Natixis (Flex Div Adj Future Cash),0I4,IFLO|0I4
IFEU,0I5-Valeo SA (Flex Div Adj Future Cash),0I5,IFLO|0I5
IFEU,0I6-Clariant N (Flex Div Adj Future Cash),0I6,IFLO|0I6
IFEU,0I7-Credit Suisse Group (Flex Div Adj Future Cash),0I7,IFLO|0I7
IFEU,0I8-Geberit AG (Flex Div Adj Future Cash),0I8,IFLO|0I8
IFEU,0I9-Aryzta AG (Flex Div Adj Future Cash),0I9,IFLO|0I9
IFEU,0IA-Baloise Holding AG (Flex Div Adj Future Cash),0IA,IFLO|0IA
IFEU,0IB-Iberdrola SA (Flex Div Adj Future Cash),0IB,IFLO|0IB
IFEU,0ID-Italgas SpA (Flex Div Adj Future Cash),0ID,IFLO|0ID
IFEU,0IF-ABB Ltd (ST) (Flex Div Adj Future Cash),0IF,IFLO|0IF
IFEU,0II-Icade (Flex Div Adj Future Cash),0II,IFLO|0II
IFEU,0IJ-Airbus (Flex Div Adj Future Cash),0IJ,IFLO|0IJ
IFEU,0IK-Turkiye Is Bankasi AS (Flex Div Adj Future Cash),0IK,IFLO|0IK
IFEU,0IN-ING Groep NV (Flex Div Adj Future Cash),0IN,IFLO|0IN
IFEU,0IQ-Dassault Systemes SA (Flex Div Adj Future Cash),0IQ,IFLO|0IQ
IFEU,0IR-Compagnie Financiere Richemont SA (Flex Div Adj Future Cash),0IR,IFLO|0IR
IFEU,0IS-Intesa Sanpaolo SpA (Flex Div Adj Future Cash),0IS,IFLO|0IS
IFEU,0IT-Adecco Group AG (Flex Div Adj Future Cash),0IT,IFLO|0IT
IFEU,0IU-Vinci SA (Flex Div Adj Future Cash),0IU,IFLO|0IU
IFEU,0IV-Anheuser-Busch InBev NV (Flex Div Adj Future Cash),0IV,IFLO|0IV
IFEU,0IW-Essilor International SA (Flex Div Adj Future Cash),0IW,IFLO|0IW
IFEU,0IY-Edenred (Flex Div Adj Future Cash),0IY,IFLO|0IY
IFEU,0IZ-Electricite de France (Flex Div Adj Future Cash),0IZ,IFLO|0IZ
IFEU,0J0-Dexus Property Group (Flex Div Adj Future Cash),0J0,IFLO|0J0
IFEU,0J1-Fortescue Metals Group Ltd (Flex Div Adj Future Cash),0J1,IFLO|0J1
IFEU,0J2-GPT Group/The (Flex Div Adj Future Cash),0J2,IFLO|0J2
IFEU,0J3-Insurance Australia Group Ltd (Flex Div Adj Future Cash),0J3,IFLO|0J3
IFEU,0J5-Lend Lease Group (Flex Div Adj Future Cash),0J5,IFLO|0J5
IFEU,0J6-Goodman Group (Flex Div Adj Future Cash),0J6,IFLO|0J6
IFEU,0J7-Macquarie Group Ltd (Flex Div Adj Future Cash),0J7,IFLO|0J7
IFEU,0J8-Mirvac Group (Flex Div Adj Future Cash),0J8,IFLO|0J8
IFEU,0J9-National Australia Bank Ltd (Flex Div Adj Future Cash),0J9,IFLO|0J9
IFEU,0JA-Swedbank AB (Flex Div Adj Future Cash),0JA,IFLO|0JA
IFEU,0JB-LafargeHolcim Ltd (Flex Div Adj Future Cash),0JB,IFLO|0JB
IFEU,0JC-JC Decaux SA (Flex Div Adj Future Cash),0JC,IFLO|0JC
IFEU,0JD-Legrand SA (Flex Div Adj Future Cash),0JD,IFLO|0JD
IFEU,0JE-Publicis Groupe (Flex Div Adj Future Cash),0JE,IFLO|0JE
IFEU,0JF-LVMH Moet Hennessy Louis Vuitton SE (Flex Div Adj Future Cash),0JF,IFLO|0JF
IFEU,0JG-Ericsson Telefona L M ser. B (Flex Div Adj Future Cash),0JG,IFLO|0JG
IFEU,0JI-Pernod-Ricard (Flex Div Adj Future Cash),0JI,IFLO|0JI
IFEU,0JJ-Marine Harvest (Flex Div Adj Future Cash),0JJ,IFLO|0JJ
IFEU,0JK-Renault SA (Flex Div Adj Future Cash),0JK,IFLO|0JK
IFEU,0JL-Hexagon AB (Flex Div Adj Future Cash),0JL,IFLO|0JL
IFEU,0JM-Jeronimo Martins SGPS (Flex Div Adj Future Cash),0JM,IFLO|0JM
IFEU,0JN-Electrolux AB ser. B (Flex Div Adj Future Cash),0JN,IFLO|0JN
IFEU,0JO-James Hardie Industries Plc  (Flex Div Adj Future Cash),0JO,IFLO|0JO
IFEU,0JP-Kering SA (Flex Div Adj Future Cash),0JP,IFLO|0JP
IFEU,0JQ-Norsk Hydro ASA (Flex Div Adj Future Cash),0JQ,IFLO|0JQ
IFEU,0JR-Getinge AB (Flex Div Adj Future Cash),0JR,IFLO|0JR
IFEU,0JS-Rexel S.A. (Flex Div Adj Future Cash),0JS,IFLO|0JS
IFEU,0JU-Gjensidige Forsikring ASA (Flex Div Adj Future Cash),0JU,IFLO|0JU
IFEU,0JV-SES SA (Flex Div Adj Future Cash),0JV,IFLO|0JV
IFEU,0JW-Vallourec SA (Flex Div Adj Future Cash),0JW,IFLO|0JW
IFEU,0JX-Orkla ASA (Flex Div Adj Future Cash),0JX,IFLO|0JX
IFEU,0JY-Schibsted ASA (Flex Div Adj Future Cash),0JY,IFLO|0JY
IFEU,0JZ-Ingenico SA (Flex Div Adj Future Cash),0JZ,IFLO|0JZ
IFEU,0K1-Transurban Group (Flex Div Adj Future Cash),0K1,IFLO|0K1
IFEU,0K2-Westpac Banking Corp (Flex Div Adj Future Cash),0K2,IFLO|0K2
IFEU,0K3-Westfield Corp (Flex Div Adj Future Cash),0K3,IFLO|0K3
IFEU,0K4-Wesfarmers Ltd (Flex Div Adj Future Cash),0K4,IFLO|0K4
IFEU,0K5-Woolworths Ltd (Flex Div Adj Future Cash),0K5,IFLO|0K5
IFEU,0K6-Woodside Petroleum Ltd (Flex Div Adj Future Cash),0K6,IFLO|0K6
IFEU,0K7-Scentre Group (Flex Div Adj Future Cash),0K7,IFLO|0K7
IFEU,0K8-AMP Ltd (Flex Div Adj Future Cash),0K8,IFLO|0K8
IFEU,0KB-KBC Groep NV (Flex Div Adj Future Cash),0KB,IFLO|0KB
IFEU,0KC-KOC Holding AS (Flex Div Adj Future Cash),0KC,IFLO|0KC
IFEU,0KD-Aurizon Holdings Ltd (Flex Div Adj Future Cash),0KD,IFLO|0KD
IFEU,0KF-Rio Tinto Ltd (Flex Div Adj Future Cash),0KF,IFLO|0KF
IFEU,0KG-Kerry Group PLC (Flex Div Adj Future Cash),0KG,IFLO|0KG
IFEU,0KI-Jupiter Fund Management PLC (Flex Div Adj Future Cash),0KI,IFLO|0KI
IFEU,0KL-Klepierre (Flex Div Adj Future Cash),0KL,IFLO|0KL
IFEU,0KM-Stockland (Flex Div Adj Future Cash),0KM,IFLO|0KM
IFEU,0KN-Kone OYJ (Flex Div Adj Future Cash),0KN,IFLO|0KN
IFEU,0KO-Coca Cola Co (Flex Div Adj Future Cash),0KO,IFLO|0KO
IFEU,0KP-Santos Ltd (Flex Div Adj Future Cash),0KP,IFLO|0KP
IFEU,0KQ-Origin Energy Ltd (Flex Div Adj Future Cash),0KQ,IFLO|0KQ
IFEU,0KR-Suncorp Group Ltd (Flex Div Adj Future Cash),0KR,IFLO|0KR
IFEU,0KS-Telstra Corp Ltd (Flex Div Adj Future Cash),0KS,IFLO|0KS
IFEU,0KT-Sonic Healthcare Ltd (Flex Div Adj Future Cash),0KT,IFLO|0KT
IFEU,0KU-Newcrest Mining Ltd (Flex Div Adj Future Cash),0KU,IFLO|0KU
IFEU,0KV-Ramsay Health Care Ltd (Flex Div Adj Future Cash),0KV,IFLO|0KV
IFEU,0KW-REA Group Ltd (Flex Div Adj Future Cash),0KW,IFLO|0KW
IFEU,0KY-Crown Resorts Ltd (Flex Div Adj Future Cash),0KY,IFLO|0KY
IFEU,0KZ-QBE Insurance Group Ltd (Flex Div Adj Future Cash),0KZ,IFLO|0KZ
IFEU,0L0-Oil Search Ltd (Flex Div Adj Future Cash),0L0,IFLO|0L0
IFEU,0L1-Heineken Holding NV (Flex Div Adj Future Cash),0L1,IFLO|0L1
IFEU,0L2-Qiagen NV (Flex Div Adj Future Cash),0L2,IFLO|0L2
IFEU,0L3-STMicroelectronics NV (IT) (Flex Div Adj Future Cash),0L3,IFLO|0L3
IFEU,0L4-Swiss Prime Site AG (Flex Div Adj Future Cash),0L4,IFLO|0L4
IFEU,0L5-SFR Group SA (Flex Div Adj Future Cash),0L5,IFLO|0L5
IFEU,0L6-Derwent London PLC (Flex Div Adj Future Cash),0L6,IFLO|0L6
IFEU,0L7-William Hill plc (Flex Div Adj Future Cash),0L7,IFLO|0L7
IFEU,0L8-Partners Group Holding AG (Flex Div Adj Future Cash),0L8,IFLO|0L8
IFEU,0L9-MTU Aero Engine AG (Flex Div Adj Future Cash),0L9,IFLO|0L9
IFEU,0LA-Zodiac Aerospace (Flex Div Adj Future Cash),0LA,IFLO|0LA
IFEU,0LB-Skanska AB B Shares (Flex Div Adj Future Cash),0LB,IFLO|0LB
IFEU,0LC-Sodexo SA (Flex Div Adj Future Cash),0LC,IFLO|0LC
IFEU,0LD-Skandinaviska Ensk Bk ser. A (Flex Div Adj Future Cash),0LD,IFLO|0LD
IFEU,0LE-Svenska Handelsbanken ser. A (Flex Div Adj Future Cash),0LE,IFLO|0LE
IFEU,0LF-Safran SA (Flex Div Adj Future Cash),0LF,IFLO|0LF
IFEU,0LG-TechnipFMC (Flex Div Adj Future Cash),0LG,IFLO|0LG
IFEU,0LH-Investor AB B shares (Flex Div Adj Future Cash),0LH,IFLO|0LH
IFEU,0LK-BillerudKorsnas AB (Flex Div Adj Future Cash),0LK,IFLO|0LK
IFEU,0LL-PJSC Lukoil ADR (Flex Div Adj Future Cash),0LL,IFLO|0LL
IFEU,0LM-Cie de Saint-Gobain (Flex Div Adj Future Cash),0LM,IFLO|0LM
